slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,fecha_revision,imagen
100-canos-molino-jabonero-villanueva-del-trabuco,100 Caños - Molino Jabonero,Villanueva del Trabuco,Aceite,"Aceite de oliva virgen extra, AOVE, olivar malagueño","MA-4100, Km 4, 29313 Villanueva del Trabuco, Málaga","100 Caños - Molino Jabonero es un productor local de Villanueva del Trabuco especializado en aceite de oliva virgen extra, aove, olivar malagueño, integrado en la oferta agroalimentaria de proximidad de la provincia de Málaga.",Consultar web o venta directa,652 23 22 69,german.garcia@100canos.com,https://100canos.com/,https://www.facebook.com/AceiteDeOliva100Canos/,,https://www.google.com/maps/search/?api=1&query=100%20Ca%C3%B1os%20-%20Molino%20Jabonero%2C%20MA-4100%2C%20Km%204%2C%2029313%20Villanueva%20del%20Trabuco%2C%20M%C3%A1laga&query_place_id=ChIJm4uuVsdkcg0Rr6ugDSv1aos,37.032666,-4.294607800000001,2026-05-14,
3monos-craft-beer-malaga,3Monos Craft Beer,Málaga,Cerveza artesana,"Cerveza artesana, estilos propios, producción local","C. Lisboa, 30, Cruz de Humilladero, 29006 Málaga","3Monos Craft Beer es un productor local de Málaga especializado en cerveza artesana, estilos propios, producción local, integrado en la oferta agroalimentaria de proximidad de la provincia de Málaga.",Consultar web o venta directa,951 77 65 65,info@3monoscraftbeer.com,http://www.3monoscraftbeer.com/,https://www.facebook.com/3MonosCraftBeer/,https://www.instagram.com/3monoscraftbeer/,https://www.google.com/maps/search/?api=1&query=3Monos%20Craft%20Beer%2C%20C.%20Lisboa%2C%2030%2C%20Cruz%20de%20Humilladero%2C%2029006%20M%C3%A1laga&query_place_id=ChIJvVQDvlb3cg0R3eWj9argg-0,36.702194,-4.4738205,2026-05-14,
aceite-castillo-de-la-estrella-teba,Aceite Castillo de la Estrella,Teba,Aceite,"Aceite de oliva virgen extra, AOVE, olivar malagueño","Calle Castillo, 29327 Teba, Málaga","Aceite Castillo de la Estrella es un productor local de Teba especializado en aceite de oliva virgen extra, aove, olivar malagueño, integrado en la oferta agroalimentaria de proximidad de la provincia de Málaga.",Consultar web o venta directa,630 52 95 86,castillo@castillodelaestrella.com,http://www.castillodelaestrella.com/,,,https://www.google.com/maps/search/?api=1&query=Aceite%20Castillo%20de%20la%20Estrella%2C%20Calle%20Castillo%2C%2029327%20Teba%2C%20M%C3%A1laga&query_place_id=ChIJ_QjAv_Wwcg0RfG_NOAhpvoo,36.9799222,-4.9180718,2026-05-14,
aceite-de-arenas-agricola-santa-catalina-martir-arenas,Aceite de Arenas - Agrícola Santa Catalina Mártir,Arenas,Aceite,"Aceite de oliva virgen extra, AOVE, olivar malagueño","C. Calvario, 2, 29753 Arenas, Málaga","Aceite de Arenas - Agrícola Santa Catalina Mártir es un productor local de Arenas especializado en aceite de oliva virgen extra, aove, olivar malagueño, integrado en la oferta agroalimentaria de proximidad de la provincia de Málaga.",Consultar web o venta directa,952 50 90 03,oleoarenas@cemawin.com,http://www.santacatalinamartir.com/,https://www.facebook.com/CooperativaSantaCatalinaMartir/,,https://www.google.com/maps/search/?api=1&query=Aceite%20de%20Arenas%20-%20Agr%C3%ADcola%20Santa%20Catalina%20M%C3%A1rtir%2C%20C.%20Calvario%2C%202%2C%2029753%20Arenas%2C%20M%C3%A1laga&query_place_id=ChIJN_WnJDk_cg0RWkiiMsiVBVo,36.8145969,-4.045959799999999,2026-05-14,
aceite-de-oliva-virgen-de-monsalud-alfarnate,Aceite de Oliva Virgen De Monsalud,Alfarnate,Aceite,"Aceite de oliva virgen extra, AOVE, olivar malagueño","C. Ejidillo, 25, 29194 Alfarnate, Málaga","Aceite de Oliva Virgen De Monsalud es un productor local de Alfarnate especializado en aceite de oliva virgen extra, aove, olivar malagueño, integrado en la oferta agroalimentaria de proximidad de la provincia de Málaga.",Consultar web o venta directa,952 75 90 52,coopmonsalud@hotmail.com,https://www.cooperativamonsalud.com/,,,https://www.google.com/maps/search/?api=1&query=Aceite%20de%20Oliva%20Virgen%20De%20Monsalud%2C%20C.%20Ejidillo%2C%2025%2C%2029194%20Alfarnate%2C%20M%C3%A1laga&query_place_id=ChIJ_TigXqNlcg0RXnxbFTAU6Hs,36.99715,-4.25866,2026-05-14,
aceite-el-molino-de-guaro-guaro,Aceite El Molino de Guaro,Guaro,Aceite,"Aceite de oliva virgen extra, AOVE, olivar malagueño","29108 Guaro, Málaga","Aceite El Molino de Guaro es un productor local de Guaro especializado en aceite de oliva virgen extra, aove, olivar malagueño, integrado en la oferta agroalimentaria de proximidad de la provincia de Málaga.",Consultar web o venta directa,952 11 29 76,administracion@elmolinodeguaro.es,http://elmolinodeguaro.es/,https://www.facebook.com/molinode.guaro,,https://www.google.com/maps/search/?api=1&query=Aceite%20El%20Molino%20de%20Guaro%2C%2029108%20Guaro%2C%20M%C3%A1laga&query_place_id=ChIJOWe8nWrbcg0RXqAb6TzGagQ,36.6627649,-4.8295566,2026-05-14,
aceite-finca-rosa-alta-malaga,Aceite Finca Rosa Alta,Málaga,Aceite,"Aceite de oliva virgen extra, AOVE, olivar malagueño","Finca Rosa Alta, Cortijo de Aceite, 29314 Archidona, Málaga","Aceite Finca Rosa Alta es un productor local de Málaga especializado en aceite de oliva virgen extra, aove, olivar malagueño, integrado en la oferta agroalimentaria de proximidad de la provincia de Málaga.",Consultar web o venta directa,607 50 50 57,f.ruiz.director@gmail.com,https://fincarosaalta.com/,https://www.facebook.com/FincaRosaAlta/,https://www.instagram.com/fincarosaalta,https://www.google.com/maps/search/?api=1&query=Aceite%20Finca%20Rosa%20Alta%2C%20Finca%20Rosa%20Alta%2C%20Cortijo%20de%20Aceite%2C%2029314%20Archidona%2C%20M%C3%A1laga&query_place_id=ChIJbaFMbZ2Hcg0Rt0w6fMtZ1jU,37.1212896,-4.4386841,2026-05-14,
aceite-molino-del-arco-ronda,Aceite Molino del Arco,Ronda,Aceite,"Aceite de oliva virgen extra, AOVE, olivar malagueño","Partido rural Los Frontones s/n, 29400 Ronda, Málaga","Aceite Molino del Arco es un productor local de Ronda especializado en aceite de oliva virgen extra, aove, olivar malagueño, integrado en la oferta agroalimentaria de proximidad de la provincia de Málaga.",Consultar web o venta directa,601 86 94 56,aceite@hotelmolinodelarco.com,http://www.molinodelarco.com/,https://www.facebook.com/profile.php?id=61583143643842,https://www.instagram.com/aceitemolinodelarco/,https://www.google.com/maps/search/?api=1&query=Aceite%20Molino%20del%20Arco%2C%20Partido%20rural%20Los%20Frontones%20s%2Fn%2C%2029400%20Ronda%2C%20M%C3%A1laga&query_place_id=ChIJz7W0Slw3DQ0R-LXed0K4A9I,36.7803934,-5.1759843,2026-05-14,
aceite-mondron-periana,Aceite Mondrón,Periana,Aceite,"Aceite de oliva virgen extra, AOVE, olivar malagueño","A-7204, 2, 29710 Periana, Málaga","Aceite Mondrón es un productor local de Periana especializado en aceite de oliva virgen extra, aove, olivar malagueño, integrado en la oferta agroalimentaria de proximidad de la provincia de Málaga.",Consultar web o venta directa,675 28 43 76,info@aceitesmondron.com,https://aceitesmondron.com/,https://www.facebook.com/aceites.mondron,,https://www.google.com/maps/search/?api=1&query=Aceite%20Mondr%C3%B3n%2C%20A-7204%2C%202%2C%2029710%20Periana%2C%20M%C3%A1laga&query_place_id=ChIJnY-jsuBpcg0ROKrU8CZI8jA,36.9424451,-4.2260262,2026-05-14,
aceite-oliburgo-el-burgo,Aceite Oliburgo,El Burgo,Aceite,"Aceite de oliva virgen extra, AOVE, olivar malagueño","Poligono Industrial Los Bujeos, 29420 El Burgo, Málaga","Aceite Oliburgo es un productor local de El Burgo especializado en aceite de oliva virgen extra, aove, olivar malagueño, integrado en la oferta agroalimentaria de proximidad de la provincia de Málaga.",Consultar web o venta directa,952 16 02 90,info@limonte.es,http://www.oliburgo.com/,,,https://www.google.com/maps/search/?api=1&query=Aceite%20Oliburgo%2C%20Poligono%20Industrial%20Los%20Bujeos%2C%2029420%20El%20Burgo%2C%20M%C3%A1laga&query_place_id=ChIJ814caJfJcg0RMn-O78i-Ds8,36.7933,-4.953574,2026-05-14,
aceite-periana-periana,Aceite Periana,Periana,Aceite,"Aceite de oliva virgen extra, AOVE, olivar malagueño","C. Carrascal, 5, 29710 Periana, Málaga","Aceite Periana es un productor local de Periana especializado en aceite de oliva virgen extra, aove, olivar malagueño, integrado en la oferta agroalimentaria de proximidad de la provincia de Málaga.",Consultar web o venta directa,952 53 60 20,info@aceiteperiana.es,http://www.aceiteperiana.com/,https://www.facebook.com/aceiteverdialperiana,https://www.instagram.com/aceiteverdialperiana/,https://www.google.com/maps/search/?api=1&query=Aceite%20Periana%2C%20C.%20Carrascal%2C%205%2C%2029710%20Periana%2C%20M%C3%A1laga&query_place_id=ChIJGylg0gFpcg0RcyjiDM7tn68,36.9267106,-4.1913557,2026-05-14,
aceites-cortijo-el-solano-antequera,Aceites Cortijo El Solano,Antequera,Aceite,"Aceite de oliva virgen extra, AOVE, olivar malagueño","Cortijo El Solano, 29540 Antequera, Málaga","Aceites Cortijo El Solano es un productor local de Antequera especializado en aceite de oliva virgen extra, aove, olivar malagueño, integrado en la oferta agroalimentaria de proximidad de la provincia de Málaga.",Consultar web o venta directa,952 72 00 05,cortijosolano@gmail.com,http://cortijoelsolano.com/,https://www.facebook.com/cortijoelsolano/,https://www.instagram.com/aceitecortijoelsolano/,https://www.google.com/maps/search/?api=1&query=Aceites%20Cortijo%20El%20Solano%2C%20Cortijo%20El%20Solano%2C%2029540%20Antequera%2C%20M%C3%A1laga&query_place_id=ChIJAQAAcKqicg0RVBmD1vcwTO4,37.0452711,-4.731214899999999,2026-05-14,
aceites-de-ardales-ardales,Aceites de Ardales,Ardales,Aceite,"Aceite de oliva virgen extra, AOVE, olivar malagueño","Poligono industrial, 29550 Ardales, Málaga","Aceites de Ardales es un productor local de Ardales especializado en aceite de oliva virgen extra, aove, olivar malagueño, integrado en la oferta agroalimentaria de proximidad de la provincia de Málaga.",Consultar web o venta directa,952 45 82 79,bravoliva@aceitesdeardales.com,http://www.aceitesdeardales.com/,,,https://www.google.com/maps/search/?api=1&query=Aceites%20de%20Ardales%2C%20Poligono%20industrial%2C%2029550%20Ardales%2C%20M%C3%A1laga&query_place_id=ChIJycsDmfC4cg0RXtqUWc35WLA,36.8876108,-4.8455343,2026-05-14,
