slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale
dorset-blue-vinny,Dorset Blue Vinny,Stock Gaylard,Lácteos y quesos,Dorset Blue Vinny,"Woodbridge Farm, Stock Gaylard, Sturminster Newton, Dorset DT10 2BD","Farm dairy making Dorset Blue Vinny, a blue cheese from skimmed milk of its own herd.",,+44196323133,info@dorsetblue.co.uk,https://www.dorsetblue.com/,https://www.facebook.com/dorsetblue,https://www.instagram.com/dorsetbluevinny,,50.902374,-2.404136,,parcial,sí,ecommerce,,187,en
shroton-fair-gin,Shroton Fair Gin,Stourpaine,Destilados y licores,gin,"The Old Glass House Ash Farm Courtyard, Stourpaine, Dorset, DT11 8PW",Shroton Fair Gin produces gin at its Stourpaine site.,,+441258795022,,https://shrotonfairgin.co.uk/,,,,50.891598,-2.190447,,verificado,no comprobado,,,579,en
farm-girl-sausages,Farm Girl Sausages,Horton,Carne,sausages,"Holt Lodge Farm, Horton Heath, Dorset, BH21 7JN",Farm Girl Sausages produces sausages at its Horton site.,,,,https://farmgirlsausages.com/,,,,50.857518,-1.921089,,verificado,no comprobado,,,219,en
fluffetts-farm,Fluffetts Farm,Gussage All Saints,Huevos,free-range eggs,"1 Brockington Cottages Brockington Lane, Knowlton, Dorset, BH21 5LT",Fluffetts Farm produces free-range eggs at its Gussage All Saints site.,,,,https://fluffettsfarm.co.uk/,,,,50.895563,-1.974148,,verificado,sí,ecommerce,,234,en
book-and-bucket-cheese-company,The Book & Bucket Cheese Company,Cranborne,Lácteos y quesos,"Cranborne Blue, Stowaway, Huxley, Shakespeare, Hardy's","Unit 2, Manor Farm, Salisbury Street, Cranborne, Dorset, BH21 5RL","Family cheesemaker producing award-winning handmade cheeses at Manor Farm in Cranborne, including Cranborne Blue, Stowaway and Huxley.",,+441258446177,enquiries@thebookandbucketcheesecompany.co.uk,https://www.thebookandbucketcheesecompany.co.uk/,,,,50.922551,-1.932092,,verificado,sí,ecommerce,,646,en
eight-arch-brewing-co,Eight Arch Brewing Co,Wimborne Minster,Cerveza,craft ales and lagers,"Unit 1, Stone Lane Industrial Estate, Wimborne, Dorset, BH21 1HB",Independent Wimborne brewery producing its own range of modern craft beers beside its brewery tap.,,+441202889254,sales@8archbrewing.co.uk,https://www.8archbrewing.co.uk/,,,,50.806206,-1.992533,,verificado,sí,ecommerce,,207,en
sixpenny-brewery,Sixpenny Brewery,Cranborne,Cerveza,cask ales,"Holwell Farm, Cranborne, Dorset, BH21 5QP",Family-run independent farm brewery producing award-winning cask ales at Holwell Farm.,,+441725762006,mail@sixpennybrewery.co.uk,https://sixpennybrewery.co.uk/,,,,50.916983,-1.905285,,verificado,sí,ecommerce,,587,en
apex-brewing-co,Apex Brewing Co,Sherborne,Cerveza,unfiltered craft beer,"Patson Hill Farm, Patson Hill Lane, Sherborne, Dorset, DT9 4SY",Independent brewery producing unfiltered and unpasteurised beer on its working farm near Sherborne.,,+441935312803,getbeer@apexbrewing.co,https://www.apexbrewing.co/,,,,50.969435,-2.54675,,verificado,sí,ecommerce,,22,en
remedy-oak-brewery,Remedy Oak Brewery,Woodlands,Cerveza,"cask ales, hop-forward craft beers","Remedy Oak Golf Club, Horton Road, Woodlands, Dorset, BH21 8ND",Dorset brewery producing traditional cask ales and hop-forward craft beers in a converted farm barn.,,+441202612509,,https://www.remedyoakbrewery.co.uk/,,,,50.872518,-1.935816,,verificado,no comprobado,,,538,en
sandbanks-brewery,Sandbanks Brewery,Poole,Cerveza,,"Unit 6, 4-6 Abingdon Road, Poole, BH17 0UG",Brewery producing beer at its Poole unit.,,,,,,https://www.instagram.com/sandbanksbrewery,,50.71667,-1.98333,,parcial,no comprobado,,,565,en
the-way-outback-brewery,The Way Outback Brewery,Bournemouth,Cerveza,,"1 Hosker Road, Bournemouth, BH5 2DD",Brewery producing beer at its Bournemouth unit.,,,,,,https://www.instagram.com/wayoutbackbeer,,50.72,-1.88,,parcial,no comprobado,,,681,en
chesil-smokery,Chesil Smokery,Bridport,Pescado,"trout, kippers, salmon, mackerel","The Old Laundry, Bridport, DT6 3BD","Artisan smokehouse in West Dorset smoking salmon, trout, kippers, and mackerel.",,+441308456345,info@chesilsmokery.co.uk,https://chesilsmokery.co.uk,,,,50.734874,-2.749654,,verificado,sí,ecommerce,,116,en
