slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale,visitas guiadas,mensaje a la comunidad,mensaje_comunidad_locale,enlace destacado 1,enlace destacado 2
conservas-puerto-madryn,Conservas Puerto Madryn,Puerto Madryn,Pescado,"Escabeches de Mariscos, Escabeches de Pulpos, Escabeches de Langostinos","Antonio Bernardi 1682, Puerto Madryn, Chubut","Transformador de pescado en Puerto Madryn, Chubut, que elabora Escabeches de Mariscos y Escabeches de Pulpos.",,+5492804191638,conservaspuertomadryn@gmail.com,,,https://www.instagram.com/conservas.puerto.madryn/,,,,,pendiente,no comprobado,,,403,es,,,,,
miel-de-chubut-sant-jordi,Miel de Chubut Sant Jordi,Rawson,Miel,"Miel, Polen, Propóleos","Av. Laporte 589, Rawson, Chubut",,,+5492804584875,medvetjorgelopardo@gmail.com,,https://www.facebook.com/mieldechubit,https://www.instagram.com/mieldechubut/,,,,,pendiente,no comprobado,,,785,,,,,,
ganash,Ganash,Puerto Madryn,Dulces y repostería,Alfajores,"Ferrocarril patagónico 1554, Puerto Madryn, Chubut",,,+5493472434446,alfajores.ganash@gmail.com,https://www.alfajoresganash.com.ar/,,https://www.instagram.com/alfajores.ganash/,,,,,pendiente,sí,ecommerce,,574,,,,,,
bivalvia-sabores-de-mar,Bivalvia “sabores de Mar”,Comodoro Rivadavia,Pescado,"Conservas de pescados, Mariscos","Antonio Cañal 2098, Comodoro Rivadavia, Chubut","Transformador de pescado en Comodoro Rivadavia, Chubut, que elabora Conservas de pescados y Mariscos.",,+5491165108030,info@bivalvia.com.ar,,https://www.facebook.com/bivalviasaboresdemar,https://www.instagram.com/bivalviasaboresdemar/,,,,,pendiente,no comprobado,,,103,es,,,,,
namastea-patagonia,Namastea Patagonia,Lago Puelo,Té e infusiones,Te frio gasificado,"Lote 17 frac 15 C* Radal, Lago Puelo, Chubut",,,+5492944484694,namasteapatagonia@gmail.com,https://www.namastea.com.ar,,https://www.instagram.com/namasteapatagonia/,,,,,pendiente,no comprobado,,,823,,,,,,
aiwen,Aiwen,Lago Puelo,Dulces y repostería,"Alfajores artesanales, Galletitas con avena artesanales, Nogalets","El peuco 375, Lago Puelo, Chubut",,,+5492944698977,alfajoresaiwen@yahoo.com.ar,,,https://www.instagram.com/alfaaiwen_/,,,,,pendiente,no comprobado,,,21,,,,,,
cuyen,Cuyen,El Hoyo,Conservas,Mermeladas orgánicas,"Ruta 40, KM 1890, El Hoyo, Chubut",,,+5491136901223,atencionalcliente@cuyen.com.ar,https://www.cuyen.com.ar,https://www.facebook.com/Cuyen,https://www.instagram.com/cuyen_mermeladas/,,,,,pendiente,sí,marketplace,,426,,,,,,
chacra-kaish,Chacra Kaish,Puerto Madryn,Conservas,Pructis deshidratados,"Aguiluchos 3195, Parque Ecológico El Doradillo, Puerto Madryn, Chubut","Empresa familiar de Puerto Madryn, Chubut, dedicada a deshidratar verduras y frutas y a elaborar mezclas para sopas y risottos.",,+5492804405070,kaishweb@gmail.com,https://www.kaish.com.ar/,https://www.facebook.com/kaish,https://www.instagram.com/chacrakaish/,,,,,pendiente,no comprobado,,,369,es,,,,,
dulceria-abalauquen,Dulcería Abalauquen,Lago Puelo,Conservas,"Dulces artesanales, Mermeladas dietéticas","Lote agricola 53, fracción 9 de la fracción 2, Lago Puelo, Chubut",,,+542944897005,info@abalauquen.com.ar,,https://www.facebook.com/abalauquen,https://www.instagram.com/abalauquen/,,,,,pendiente,no comprobado,,,460,,,,,,
sal-de-aqui,Sal De Aqui,Trelew,Condimentos,Sal marina,"Padre Juan Muzio 154 local 2, Trelew, Chubut",,,+5492804707203,info@saldeaquisrl.com.ar,https://www.saldeaquisrl.com.ar,https://www.facebook.com/saldeaquisrl,https://www.instagram.com/saldeaqui_ok/,,,,,pendiente,no comprobado,,,946,,,,,,
latitudsur-berries,Latitudsur Berries,El Hoyo,Bebidas sin alcohol,"Jugos, Dulces","Ruta 40 km 1891, El Hoyo, Chubut",,,+5492944665229,,,,https://www.instagram.com/latitudsur.berries/,,,,,pendiente,no comprobado,,,739,,,,,,
memorable,Memorable,Trelew,Chocolate,"Torta Galesa, Alfajores Patagonicos, Chocolates","Soberanía Nacional 198, Trelew, Chubut",,,+5492804211112,mauro@memorable.com.ar,https://memorable.com.ar,https://www.facebook.com/memorablegourmet,https://www.instagram.com/memorablegourmet/,,,,,pendiente,sí,ecommerce,,774,,,,,,
serajuana,Serajuana,Trelew,Conservas,"Mariscos en escabeche, pescados en aceite, escabeches de cordero y conejo","Sarmiento 588, Trelew, Chubut","Serajuana es una empresa familiar de Trelew que elabora conservas y escabeches artesanales de mariscos, pescados y carnes patagónicas.",,+5492804668413,serajuanatw@gmail.com,https://serajuana.ar,https://www.facebook.com/Serajuana,https://www.instagram.com/serajuana/,,,,,pendiente,no comprobado,,,964,es,,,,,
torta-galesa-rose,Torta Galesa Rose,Puerto Madryn,Dulces y repostería,"Torta galesa, Alfajores","De los Pioneros 4812, Puerto Madryn, Chubut",,,+5492804207900,malcolmmccarthy1606@gmail.com,,,https://www.instagram.com/tortagalesa.rose/,,-42.76728,-65.03668,,pendiente,no comprobado,,,996,,,,,,
panaderias-barile,Panaderias Barile,Comodoro Rivadavia,Dulces y repostería,"Pan dulce, Alfajores","Kennedy 2292, Comodoro Rivadavia, Chubut",,,+5492974190651,admin2@barile.com.ar,https://www.barile.com.ar,,https://www.instagram.com/familiabarile/,,,,,pendiente,sí,ecommerce,,865,,,,,,
ama-maitea,Ama Maitea,Trelew,Conservas,Chutneys,"Zapiola 2164, Trelew, Chubut",Elaboradora de chutneys en Trelew con frutas del Valle del Chubut.,,+5492804387516,contacto@amamaitea.ar,https://amamaitea.ar,,https://www.instagram.com/amamaitea/,,,,,pendiente,no comprobado,,,54,es,,,,,
