slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale,visitas guiadas,mensaje a la comunidad,mensaje_comunidad_locale,enlace destacado 1,enlace destacado 2
fratelli-mazzocchi,Fratelli Mazzocchi,San Colombano al Lambro,Vino,vino biologico,"Via Capra, 20078 San Colombano al Lambro MI",Fratelli Mazzocchi is a current TRACES-certified organic operator in San Colombano al Lambro producing vino biologico.,,,,https://www.fratellimazzocchi.com/,,https://www.instagram.com/fratellimazzocchivigneti/,https://www.google.com/maps/search/?api=1&query=Fratelli%20Mazzocchi%2C%20Via%20Capra%2C%2020078%20San%20Colombano%20al%20Lambro%20MI&query_place_id=ChIJB9aofQDXgEcR4so__XktZ2w,45.1841736,9.4739855,,verificado,sí,ecommerce,,1964,en,,,,,
birrificio-acme,Birrificio AcmE,Basiano,Cerveza,birra artigianale,"Vle delle Industrie, 18, 20060 Basiano MI",Birrificio AcmE is an independent brewery in Basiano producing its own craft beer.,,,info@birrificioacme.it,https://www.birrificioacme.it/,,,https://www.google.com/maps/search/?api=1&query=45.5814698%2C9.4554087&query_place_id=ChIJkyZGNtC1hkcRwLx8hUCIkCM,45.5814698,9.4554087,,verificado,no comprobado,,,585,en,,,,,
birrificio-cascinazza,Birrificio Cascinazza,Buccinasco,Cerveza,birra artigianale,"Località Cascinazza, Buccinasco",Birrificio Cascinazza is an independent brewery in Buccinasco producing its own craft beer.,,,,https://prodotticascinazza.it/,,,https://www.google.com/maps/search/?api=1&query=45.3821692%2C9.1147448&query_place_id=ChIJWY3PqfnChkcRJNbt7Rw1hQ0,45.3821692,9.1147448,,verificado,no comprobado,,,613,en,,,,,
serra-storta,Serra Storta,Buscate,Cerveza,birra artigianale,"Via Alessandro Manzoni, 89, 20010 Buscate MI",Serra Storta is an independent brewery in Buscate producing its own craft beer.,,+393518457458,info@serrastorta.it,https://www.serrastorta.it,,,https://www.google.com/maps/search/?api=1&query=45.5588402%2C8.817246599999999&query_place_id=ChIJo1PsH8r0hkcRnhLwEziutSo,45.5588402,8.817246599999999,,verificado,sí,ecommerce,,3119,en,,,,,
birrificio-lambrate,BIRRIFICIO LAMBRATE,Milano,Cerveza,birra artigianale,"Via Privata Gaetano Sbodio 30/1, Milano",BIRRIFICIO LAMBRATE is an independent brewery in Milano producing its own craft beer.,,,ordini@birrificiolambrate.com,https://www.birrificiolambrate.com,,,https://www.google.com/maps/search/?api=1&query=45.4849047%2C9.2471986&query_place_id=ChIJPXNXuFHGhkcRWX-DG6HUiJ0,45.4849047,9.2471986,,verificado,sí,ecommerce,,633,en,,,,,
nuova-castelli-cairati,Nuova Castelli e Cairati,Abbiategrasso,Lácteos y quesos,"Gorgonzola DOP dolce, piccante e biologico","Via Don Luigi Sturzo, 10, 20081 Abbiategrasso MI","Dairy plant in the Lactalis-owned Castelli group producing sweet, spicy and organic Gorgonzola DOP with a traditional process.",,+39029465497,casearia.cairati@castelli1892.com,https://www.castelligroup.com/,,,https://www.google.com/maps/search/?api=1&query=Nuova%20Castelli%20e%20Cairati%2C%20Via%20Don%20Luigi%20Sturzo%2C%2010%2C%2020081%20Abbiategrasso%20MI&query_place_id=ChIJE0U6K13lhkcRH8uPHtsj2vE,45.3949433,8.9036582,/productores/it/lombardia/milano/nuova-castelli-cairati.webp,verificado,no comprobado,,,2682,en,,,,,
gelmini-carlo,Gelmini Carlo,Besate,Lácteos y quesos,Gorgonzola DOP dolce e piccante,"Via Papa Giovanni XXIII, 15, 20086 Besate MI",Family dairy in Besate producing and ageing sweet and spicy Gorgonzola DOP.,,,,https://www.caseificio-gelmini.it/,,,https://www.google.com/maps/search/?api=1&query=Gelmini%20Carlo%2C%20Via%20Papa%20Giovanni%20XXIII%2C%2015%2C%2020086%20Besate%20MI&query_place_id=ChIJ9yhQVkfhhkcRDS1wqA8aItQ,45.3100166,8.9726118,/productores/it/lombardia/milano/gelmini-carlo.webp,verificado,no comprobado,,,2012,en,,,,,
gelateria-cortinovis,Gelateria Cortinovis,Cinisello Balsamo,Helados,"gelato artigianale, torte e pasticceria","Via Pëtr Il'ič Čajkovskij, 35, 20092 Cinisello Balsamo MI","Artisan gelateria and pastry laboratory making gelato, cakes and other fresh sweets on site.",tutti i giorni 09:00-20:00,+39026173232,info@gelateriacortinovis.com,https://www.cortinovisdolciegelati.it/,,,https://www.google.com/maps/search/?api=1&query=Gelateria%20Cortinovis%2C%20Via%20P%C3%ABtr%20Il%27i%C4%8D%20%C4%8Cajkovskij%2C%2035%2C%2020092%20Cinisello%20Balsamo%20MI&query_place_id=ChIJZ0KIzde4hkcRDM-Mz1sht2A,45.5681121,9.2247201,,verificado,no comprobado,,Dulces y repostería,2004,en,,,,,
cascina-guzzafame,Cascina Guzzafame,Gaggiano,Lácteos y quesos,"formaggi vaccini freschi e stagionati, latte, carne bovina e ortaggi","Cascina Guzzafame, 20083 Gaggiano MI",Farm run by Società Agricola Fratelli Monti with more than 280 dairy cattle and an on-farm dairy turning its milk into fresh and aged cheeses.,,+393450592882,didattica@cascinaguzzafame.it,https://www.cascinaguzzafame.it/,,,https://www.google.com/maps/search/?api=1&query=Cascina%20Guzzafame%2C%20Cascina%20Guzzafame%2C%2020083%20Gaggiano%20MI&query_place_id=ChIJGZmIKi3mhkcRFAqOa3P3dJA,45.3881780,9.0199780,/productores/it/lombardia/milano/cascina-guzzafame.webp,verificado,no comprobado,,Carne|Fruta y verdura,871,en,,,,,
caseificio-salernitano,Caseificio Salernitano,Gorgonzola,Lácteos y quesos,"mozzarella, ricotta e formaggi freschi","Via Carlo Porta, 67/69, 20064 Gorgonzola MI","Operating dairy in Gorgonzola authorised to manufacture cow, goat and sheep cheeses and publicly trading as Caseificio Salernitano.",,+39029510666,salernitanospa@alice.it,https://www.caseificiosalernitano.it/,,,https://www.google.com/maps/search/?api=1&query=Caseificio%20Salernitano%2C%20Via%20Carlo%20Porta%2C%2067%2F69%2C%2020064%20Gorgonzola%20MI&query_place_id=ChIJ4anXjPC1hkcRzdlarAAoFkQ,45.5228342,9.4020601,,verificado,no comprobado,,,1337,en,,,,,
