slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale,visitas guiadas,mensaje a la comunidad,mensaje_comunidad_locale,enlace destacado 1,enlace destacado 2,country,region,area
fattoria-dell-agresto,Fattoria dell'Agresto,Follonica,Otros,,,,,,,,,,,42.925586,10.754407,,pendiente,no comprobado,,,1743,,,,,,,it,toscana,grosseto
panificio-laura,Panificio Laura,Follonica,Pan y cereal,,,,,,,,,,,42.922460,10.767627,,pendiente,no comprobado,,,2845,,,,,,,it,toscana,grosseto
panificio-mura,Panificio Mura,Follonica,Pan y cereal,,,,,,,,,,,42.922066,10.757524,,pendiente,no comprobado,,,2869,,,,,,,it,toscana,grosseto
panificio-3p,panificio 3P,Follonica,Pan y cereal,,,,,,,,,,,42.922461,10.754699,,pendiente,no comprobado,,,2738,,,,,,,it,toscana,grosseto
panificio-montomoli-follonica,panificio Montomoli,Follonica,Pan y cereal,,,,,,,,,,,42.923484,10.758475,,pendiente,no comprobado,,,2866,,,,,,,it,toscana,grosseto
panificio-900,Panificio '900,Grosseto,Pan y cereal,,,,,,,,,,,42.773302,11.112396,,pendiente,no comprobado,,,2739,,,,,,,it,toscana,grosseto
panificio-amiata,Panificio Amiata,Grosseto,Pan y cereal,,,,,,,,,,,42.761693,11.105158,,pendiente,no comprobado,,,2743,,,,,,,it,toscana,grosseto
caseificio-quadalti,Caseificio Quadalti,Campagnatico,Lácteos y quesos,"pecorini freschi e stagionati, ricotta, ravaggiolo e yogurt","Località Arcille, Podere Casetta 38, 58042 Campagnatico GR","Il Caseificio Quadalti è un'azienda agricola e caseificio ovino a ciclo chiuso che trasforma il proprio latte in pecorino, ricotta e altri prodotti lattiero-caseari.",,+3905641911335,info@caseificioquadalti.it,https://www.caseificioquadalti.it/,,,,42.88444,11.27139,,,no comprobado,,,1316,it,,,,,,it,toscana,grosseto
caseificio-frisi,Caseificio Frisi,Castel del Piano,Lácteos y quesos,"formaggi vaccini, caprini e ovini freschi e stagionati","Piazza Panorama, 1, 58033 Castel del Piano GR","Caseificio Frisi è un caseificio attivo di Castel del Piano, autorizzato a produrre formaggi freschi e stagionati di latte vaccino, caprino e ovino.",,+390564973945,,,,,https://www.google.com/maps/search/?api=1&query=Caseificio%20Frisi%2C%20Piazza%20Panorama%2C%201%2C%2058033%20Castel%20del%20Piano%20GR&query_place_id=ChIJtTfbVrESKRMRdEIyluXe7Wo,42.89083,11.53944,,pendiente,no comprobado,,,1137,it,,,,,,it,toscana,grosseto
caseificio-i-renai,Caseificio I Renai,Castell'Azzara,Lácteos y quesos,"pecorino, ricotta, primo sale e ravaggiolo","Località I Renai, 58034 Castell'Azzara GR",Il Caseificio I Renai è un'azienda agricola e caseificio ovino familiare che trasforma il latte delle proprie greggi in formaggi freschi e stagionati.,,+393339379173,eleonorapuggioninu@libero.it,https://caseificioirenai.com/,,,https://www.google.com/maps/search/?api=1&query=Caseificio%20I%20Renai%2C%20Localit%C3%A0%20I%20Renai%2C%2058034%20Castell%27Azzara%20GR&query_place_id=ChIJMfDz4tQXKRMRYjBK2i5g5E4,42.77250,11.69861,,,no comprobado,,,1162,it,,,,,,it,toscana,grosseto
