slug,nombre,municipio,categoria,productos estrella,direccion,descripcion,horario,telefono,correo,web,Facebook,Instagram,Google Maps,lat,lon,imagen,verificacion,Venta online,Canal de venta,categorias adicionales,producer_id,descripcion_locale,visitas guiadas,mensaje a la comunidad,mensaje_comunidad_locale,enlace destacado 1,enlace destacado 2,country,region,area
amulet-vleismerino-stoet,Amulet Vleismerino Stoet,Sannieshof,Otros,,Plaas Taaibospan,,,+27829521955,grietha@nwisp.co.za,,https://www.facebook.com/494243357396812,,,-26.5333,25.8,,pendiente,no comprobado,,,42,,,,,,,za,north-west,ngaka-modiri-molema
awc-boerdery,AWC Boerdery,Zeerust,Otros,,"Plaas Kareespruit 238JP\n25°31'46.9""S 26°03'36.7""E",,,+27739175068,awcboerdery@gmail.com,,https://www.facebook.com/442098272823459,,,-25.45933,26.0171,,pendiente,no comprobado,,,54,,,,,,,za,north-west,ngaka-modiri-molema
badimo-ba-temothuo-pty-ltd,Badimo Ba Temothuo - Pty Ltd,Mmabatho,Otros,,Seweding village house,,,+27679451302,pmere26@gmail.com,,https://www.facebook.com/109242051828364,,,-25.8603791,25.5853987,,pendiente,no comprobado,,,60,,,,,,,za,north-west,ngaka-modiri-molema
bagaka-bakery,Bagaka Bakery,Montshioa,Pan y cereal,pan y productos de cereal,913 Tebogo Teu St,,,+27739314071,xashe@hotmail.co.za,,https://www.facebook.com/101261374686595,,,-25.8510392,25.625049,,pendiente,no comprobado,,,61,,,,,,,za,north-west,ngaka-modiri-molema
biscuit-king-bakery,Biscuit King Bakery,Mafikeng,Pan y cereal,pan y productos de cereal,35 Carrington St,,,+27183810002,gagraham87@yahoo.com,https://www.tiktok.com/@biscuitkingmahikeng,https://www.facebook.com/550885591609559,,,-25.8639898,25.6417017,,pendiente,no comprobado,,,103,,,,,,,za,north-west,ngaka-modiri-molema
carmen-hatchery,Carmen Hatchery,Sannieshof,Otros,,"Carmen Farm, N14, Sannieshof",,,+27783817781,,,https://www.facebook.com/853046884564849,,,-26.53145,25.81077,,pendiente,no comprobado,,,165,,,,,,,za,north-west,ngaka-modiri-molema
delareyville-bakery,Delareyville Bakery,Delareyville,Pan y cereal,pan y productos de cereal,28 Visser St,,,+27539480671,,,https://www.facebook.com/504410293085349,,,-26.6879734,25.4555742,,pendiente,no comprobado,,,236,,,,,,,za,north-west,ngaka-modiri-molema
groot-marico-dam,Groot Marico Dam,Ramotshere Moiloa,Otros,,Doornkraal Jp110,,,,,,https://www.facebook.com/194534277293950,,,-25.4766429,26.3976601,,pendiente,no comprobado,,,379,,,,,,,za,north-west,ngaka-modiri-molema
klipkuil-meat-deli,Klipkuil Meat & Deli,Lichtenburg,Carne,,"MAXI'S, 22 Dr Nelson Mandela Dr",,,,gingelosi@telkomsa.net,,https://www.facebook.com/831714560232028,,,-26.1450947,26.1600351,,pendiente,no comprobado,,,472,,,,,,,za,north-west,ngaka-modiri-molema
kobotwe-farm,Kobotwe Farm,Mafikeng,Otros,,Kobotwe Farm Selosesha Village,,,+27826488726,kobotwefarm@gmail.com,,https://www.facebook.com/232621487641738,,,-25.85675,25.63174,,pendiente,no comprobado,,,476,,,,,,,za,north-west,ngaka-modiri-molema
